These are covered call options for owned stock: TSLA
Dollar Cost Average (Basis): $400.00
Generated on: 2025-11-20 10:25:32

Underlying | Expiration   | Strike   | Previous Close | Yield
TSLA       |    12-DEC-25 |   485.00 |         2.90 |  0.045
TSLA       |    17-APR-26 |   570.00 |        18.05 |  0.045
TSLA       |    17-APR-26 |   575.00 |        18.00 |  0.045
TSLA       |    15-JAN-27 |   610.00 |        52.20 |  0.045
TSLA       |    16-JAN-26 |   520.00 |         7.00 |  0.045
TSLA       |    21-JAN-28 |   590.00 |        97.65 |  0.045
TSLA       |    18-JUN-26 |   590.00 |        25.80 |  0.045
TSLA       |    21-JAN-28 |   600.00 |        95.85 |  0.044
TSLA       |    21-JAN-28 |   610.00 |        95.70 |  0.044
TSLA       |    20-FEB-26 |   550.00 |        11.02 |  0.044
TSLA       |    18-SEP-26 |   610.00 |        36.65 |  0.044
TSLA       |    21-AUG-26 |   600.00 |        33.37 |  0.044
TSLA       |    15-MAY-26 |   590.00 |        21.34 |  0.044
TSLA       |    17-DEC-27 |   600.00 |        92.25 |  0.044
TSLA       |    17-DEC-27 |   620.00 |        89.60 |  0.043
TSLA       |    21-JAN-28 |   630.00 |        94.05 |  0.043
TSLA       |    17-APR-26 |   580.00 |        17.27 |  0.043
TSLA       |    18-DEC-26 |   620.00 |        47.13 |  0.043
TSLA       |    17-JUL-26 |   600.00 |        28.25 |  0.043
TSLA       |    21-AUG-26 |   610.00 |        32.72 |  0.043
TSLA       |    20-MAR-26 |   560.00 |        14.19 |  0.043
TSLA       |    15-JAN-27 |   620.00 |        49.50 |  0.043
TSLA       |    21-JAN-28 |   620.00 |        93.15 |  0.043
TSLA       |    02-JAN-26 |   510.00 |         4.95 |  0.043
TSLA       |    17-DEC-27 |   610.00 |        89.60 |  0.043
TSLA       |    19-DEC-25 |   495.00 |         3.62 |  0.043
TSLA       |    17-APR-26 |   585.00 |        17.25 |  0.043
TSLA       |    28-NOV-25 |   457.50 |         1.01 |  0.042
TSLA       |    18-DEC-26 |   640.00 |        45.48 |  0.042
TSLA       |    17-JUN-27 |   660.00 |        65.47 |  0.042
TSLA       |    18-DEC-26 |   630.00 |        45.63 |  0.042
TSLA       |    05-DEC-25 |   475.00 |         1.88 |  0.042
TSLA       |    20-MAR-26 |   570.00 |        13.63 |  0.042
TSLA       |    17-DEC-27 |   630.00 |        87.20 |  0.042
TSLA       |    18-SEP-26 |   620.00 |        34.85 |  0.042
TSLA       |    18-JUN-26 |   600.00 |        24.30 |  0.042
TSLA       |    26-DEC-25 |   500.00 |         4.25 |  0.042
TSLA       |    18-JUN-26 |   610.00 |        23.35 |  0.041
TSLA       |    17-JUN-27 |   670.00 |        64.05 |  0.041
TSLA       |    17-APR-26 |   595.00 |        16.52 |  0.041
TSLA       |    15-MAY-26 |   600.00 |        20.00 |  0.041
TSLA       |    17-JUN-27 |   650.00 |        64.00 |  0.041
TSLA       |    16-JAN-26 |   525.00 |         6.46 |  0.041
TSLA       |    15-JAN-27 |   640.00 |        47.40 |  0.041
TSLA       |    15-JAN-27 |   630.00 |        47.65 |  0.041
TSLA       |    20-FEB-26 |   560.00 |        10.15 |  0.041
TSLA       |    17-JUL-26 |   610.00 |        26.40 |  0.040
TSLA       |    17-APR-26 |   590.00 |        16.10 |  0.040
TSLA       |    15-MAY-26 |   610.00 |        19.19 |  0.040
TSLA       |    18-SEP-26 |   630.00 |        33.00 |  0.040
TSLA       |    15-JAN-27 |   650.00 |        46.03 |  0.040
TSLA       |    17-DEC-27 |   650.00 |        83.33 |  0.040
TSLA       |    21-JAN-28 |   650.00 |        87.20 |  0.040
TSLA       |    21-JAN-28 |   660.00 |        85.45 |  0.039
TSLA       |    18-SEP-26 |   640.00 |        32.35 |  0.039
TSLA       |    18-DEC-26 |   650.00 |        42.55 |  0.039
TSLA       |    12-DEC-25 |   490.00 |         2.52 |  0.039
TSLA       |    17-DEC-27 |   660.00 |        81.32 |  0.039
TSLA       |    18-JUN-26 |   620.00 |        22.20 |  0.039
TSLA       |    19-DEC-25 |   500.00 |         3.30 |  0.039
TSLA       |    17-JUL-26 |   625.00 |        25.50 |  0.039
TSLA       |    17-JUL-26 |   620.00 |        25.75 |  0.039
TSLA       |    17-APR-26 |   605.00 |        15.65 |  0.039
TSLA       |    21-JAN-28 |   670.00 |        84.05 |  0.039
TSLA       |    15-JAN-27 |   660.00 |        44.50 |  0.038
TSLA       |    21-NOV-25 |   440.00 |         0.31 |  0.038
TSLA       |    17-JUN-27 |   690.00 |        59.30 |  0.038
TSLA       |    17-JUN-27 |   680.00 |        59.80 |  0.038
TSLA       |    16-JAN-26 |   530.00 |         5.90 |  0.038
TSLA       |    21-JAN-28 |   690.00 |        81.65 |  0.038
TSLA       |    02-JAN-26 |   515.00 |         4.45 |  0.038
TSLA       |    18-DEC-26 |   670.00 |        41.08 |  0.038
TSLA       |    18-SEP-26 |   650.00 |        30.82 |  0.037
TSLA       |    20-MAR-26 |   580.00 |        12.20 |  0.037
TSLA       |    02-JAN-26 |   520.00 |         4.35 |  0.037
TSLA       |    18-DEC-26 |   660.00 |        40.48 |  0.037
TSLA       |    02-JAN-26 |   525.00 |         4.35 |  0.037
TSLA       |    15-JAN-27 |   670.00 |        42.95 |  0.037
TSLA       |    17-DEC-27 |   700.00 |        76.52 |  0.037
TSLA       |    17-APR-26 |   600.00 |        14.90 |  0.037
TSLA       |    20-FEB-26 |   570.00 |         9.20 |  0.037
TSLA       |    28-NOV-25 |   460.00 |         0.89 |  0.037
TSLA       |    26-DEC-25 |   505.00 |         3.75 |  0.037
TSLA       |    21-JAN-28 |   700.00 |        79.80 |  0.037
TSLA       |    21-JAN-28 |   710.00 |        78.90 |  0.036
TSLA       |    15-JAN-27 |   680.00 |        41.90 |  0.036
TSLA       |    18-DEC-26 |   680.00 |        38.55 |  0.036
TSLA       |    17-JUN-27 |   700.00 |        57.42 |  0.036
TSLA       |    18-JUN-26 |   630.00 |        20.64 |  0.036
TSLA       |    26-DEC-25 |   510.00 |         3.60 |  0.036
TSLA       |    18-SEP-26 |   660.00 |        29.90 |  0.036
TSLA       |    17-APR-26 |   615.00 |        14.70 |  0.036
TSLA       |    16-JAN-26 |   535.00 |         5.69 |  0.036
TSLA       |    21-AUG-26 |   650.00 |        27.30 |  0.036
TSLA       |    19-DEC-25 |   505.00 |         2.94 |  0.035
TSLA       |    20-MAR-26 |   590.00 |        11.62 |  0.035
TSLA       |    17-JUL-26 |   650.00 |        22.59 |  0.035
TSLA       |    15-JAN-27 |   690.00 |        40.70 |  0.035
TSLA       |    12-DEC-25 |   495.00 |         2.24 |  0.035
TSLA       |    15-JAN-27 |   700.00 |        39.95 |  0.035
TSLA       |    21-JAN-28 |   720.00 |        76.28 |  0.035
TSLA       |    21-JAN-28 |   730.00 |        75.90 |  0.035
TSLA       |    21-AUG-26 |   660.00 |        26.36 |  0.035
TSLA       |    15-MAY-26 |   630.00 |        16.84 |  0.035
TSLA       |    17-APR-26 |   610.00 |        14.28 |  0.035
TSLA       |    18-JUN-26 |   640.00 |        20.08 |  0.035
TSLA       |    05-DEC-25 |   480.00 |         1.55 |  0.035
TSLA       |    18-SEP-26 |   670.00 |        28.90 |  0.035
TSLA       |    15-JAN-27 |   710.00 |        39.25 |  0.034
TSLA       |    21-JAN-28 |   750.00 |        73.36 |  0.034
TSLA       |    20-FEB-26 |   580.00 |         8.39 |  0.034
TSLA       |    21-JAN-28 |   740.00 |        74.80 |  0.034
TSLA       |    17-JUL-26 |   660.00 |        22.15 |  0.034
TSLA       |    21-AUG-26 |   690.00 |        25.45 |  0.034
TSLA       |    21-AUG-26 |   670.00 |        25.27 |  0.034
TSLA       |    17-JUN-27 |   720.00 |        54.27 |  0.034
TSLA       |    17-DEC-27 |   750.00 |        69.90 |  0.034
TSLA       |    16-JAN-26 |   540.00 |         5.30 |  0.034
TSLA       |    28-NOV-25 |   462.50 |         0.80 |  0.033
TSLA       |    18-DEC-26 |   700.00 |        35.80 |  0.033
TSLA       |    18-SEP-26 |   680.00 |        27.30 |  0.033
TSLA       |    18-DEC-26 |   710.00 |        35.50 |  0.033
TSLA       |    26-DEC-25 |   515.00 |         3.35 |  0.033
TSLA       |    18-JUN-26 |   650.00 |        19.10 |  0.033
TSLA       |    15-MAY-26 |   640.00 |        15.88 |  0.033
TSLA       |    17-APR-26 |   625.00 |        13.30 |  0.033
TSLA       |    20-MAR-26 |   600.00 |        10.74 |  0.033
TSLA       |    21-AUG-26 |   700.00 |        24.50 |  0.033
TSLA       |    21-AUG-26 |   680.00 |        24.90 |  0.033
TSLA       |    18-JUN-26 |   660.00 |        18.25 |  0.032
TSLA       |    17-APR-26 |   620.00 |        13.09 |  0.032
TSLA       |    17-JUL-26 |   680.00 |        20.65 |  0.032
TSLA       |    18-SEP-26 |   700.00 |        26.10 |  0.032
TSLA       |    15-JAN-27 |   720.00 |        37.40 |  0.032
TSLA       |    18-SEP-26 |   690.00 |        26.90 |  0.032
TSLA       |    17-JUL-26 |   670.00 |        20.85 |  0.032
TSLA       |    20-MAR-26 |   610.00 |        10.65 |  0.032
TSLA       |    17-JUN-27 |   750.00 |        51.05 |  0.032
TSLA       |    19-DEC-25 |   510.00 |         2.66 |  0.032
TSLA       |    17-APR-26 |   635.00 |        13.00 |  0.032
TSLA       |    16-JAN-26 |   545.00 |         4.95 |  0.032
TSLA       |    17-APR-26 |   630.00 |        12.90 |  0.032
TSLA       |    21-JAN-28 |   770.00 |        70.72 |  0.032
TSLA       |    17-JUN-27 |   770.00 |        49.83 |  0.032
TSLA       |    17-DEC-27 |   810.00 |        63.85 |  0.031
TSLA       |    18-DEC-26 |   730.00 |        33.80 |  0.031
TSLA       |    20-FEB-26 |   590.00 |         7.70 |  0.031
TSLA       |    15-JAN-27 |   740.00 |        35.44 |  0.031
TSLA       |    21-JAN-28 |   820.00 |        67.92 |  0.031
TSLA       |    21-JAN-28 |   800.00 |        67.80 |  0.031
TSLA       |    21-JAN-28 |   790.00 |        68.19 |  0.031
TSLA       |    17-DEC-27 |   830.00 |        63.95 |  0.031
TSLA       |    02-JAN-26 |   535.00 |         3.63 |  0.031
TSLA       |    17-DEC-27 |   800.00 |        65.10 |  0.031
TSLA       |    15-MAY-26 |   650.00 |        15.00 |  0.031
TSLA       |    17-JUN-27 |   780.00 |        48.67 |  0.031
TSLA       |    15-JAN-27 |   750.00 |        34.80 |  0.030
TSLA       |    21-NOV-25 |   442.50 |         0.25 |  0.030
TSLA       |    18-SEP-26 |   710.00 |        24.85 |  0.030
TSLA       |    17-JUN-27 |   790.00 |        47.85 |  0.030
TSLA       |    17-JUN-27 |   800.00 |        46.60 |  0.030
TSLA       |    18-JUN-26 |   670.00 |        17.05 |  0.030
TSLA       |    02-JAN-26 |   530.00 |         3.47 |  0.030
TSLA       |    18-DEC-26 |   750.00 |        31.60 |  0.029
TSLA       |    17-DEC-27 |   850.00 |        60.26 |  0.029
TSLA       |    28-NOV-25 |   465.00 |         0.70 |  0.029
TSLA       |    12-DEC-25 |   500.00 |         1.88 |  0.029
TSLA       |    21-AUG-26 |   730.00 |        21.65 |  0.029
TSLA       |    17-JUN-27 |   810.00 |        45.85 |  0.029
TSLA       |    18-JUN-26 |   680.00 |        16.64 |  0.029
TSLA       |    26-DEC-25 |   520.00 |         2.93 |  0.029
TSLA       |    16-JAN-26 |   550.00 |         4.55 |  0.029
TSLA       |    15-MAY-26 |   660.00 |        14.28 |  0.029
TSLA       |    05-DEC-25 |   485.00 |         1.28 |  0.029
TSLA       |    15-JAN-27 |   770.00 |        33.00 |  0.029
TSLA       |    15-JAN-27 |   760.00 |        33.82 |  0.029
TSLA       |    21-JAN-28 |   860.00 |        61.95 |  0.028
TSLA       |    21-JAN-28 |   870.00 |        60.50 |  0.028
TSLA       |    21-JAN-28 |   880.00 |        60.65 |  0.028
TSLA       |    17-JUN-27 |   820.00 |        44.72 |  0.028
TSLA       |    18-DEC-26 |   790.00 |        29.84 |  0.028
TSLA       |    18-DEC-26 |   770.00 |        30.35 |  0.028
TSLA       |    18-DEC-26 |   760.00 |        30.55 |  0.028
TSLA       |    17-JUN-27 |   850.00 |        44.30 |  0.028
TSLA       |    20-FEB-26 |   600.00 |         7.05 |  0.028
TSLA       |    19-DEC-25 |   515.00 |         2.37 |  0.028
TSLA       |    18-JUN-26 |   690.00 |        16.28 |  0.028
TSLA       |    20-MAR-26 |   620.00 |         9.19 |  0.028
TSLA       |    16-JAN-26 |   555.00 |         4.30 |  0.028
TSLA       |    18-SEP-26 |   740.00 |        23.40 |  0.028
TSLA       |    17-APR-26 |   645.00 |        11.43 |  0.028
TSLA       |    17-APR-26 |   640.00 |        11.50 |  0.028
TSLA       |    18-SEP-26 |   730.00 |        23.35 |  0.028
TSLA       |    17-JUL-26 |   700.00 |        18.50 |  0.028
TSLA       |    21-JAN-28 |   850.00 |        62.00 |  0.028
TSLA       |    17-JUL-26 |   710.00 |        17.30 |  0.027
TSLA       |    17-DEC-27 |   880.00 |        56.30 |  0.027
TSLA       |    02-JAN-26 |   540.00 |         3.10 |  0.027
TSLA       |    26-DEC-25 |   525.00 |         2.75 |  0.027
TSLA       |    21-JAN-28 |   910.00 |        57.70 |  0.027
TSLA       |    17-APR-26 |   660.00 |        11.05 |  0.027
TSLA       |    18-SEP-26 |   750.00 |        22.15 |  0.027
TSLA       |    21-JAN-28 |   900.00 |        58.50 |  0.027
TSLA       |    15-MAY-26 |   680.00 |        13.10 |  0.027
TSLA       |    17-JUN-27 |   840.00 |        42.35 |  0.027
TSLA       |    19-DEC-25 |   520.00 |         2.16 |  0.026
TSLA       |    17-APR-26 |   665.00 |        10.70 |  0.026
TSLA       |    12-DEC-25 |   505.00 |         1.66 |  0.026
TSLA       |    18-DEC-26 |   800.00 |        27.90 |  0.026
TSLA       |    18-SEP-26 |   760.00 |        21.90 |  0.026
TSLA       |    16-JAN-26 |   560.00 |         4.00 |  0.026
TSLA       |    15-JAN-27 |   800.00 |        30.60 |  0.026
TSLA       |    15-JAN-27 |   810.00 |        29.80 |  0.026
TSLA       |    15-JAN-27 |   820.00 |        29.74 |  0.026
TSLA       |    21-JAN-28 |   920.00 |        56.65 |  0.026
TSLA       |    18-JUN-26 |   700.00 |        15.10 |  0.026
TSLA       |    17-DEC-27 |   930.00 |        54.04 |  0.026
TSLA       |    18-SEP-26 |   770.00 |        21.21 |  0.026
TSLA       |    17-DEC-27 |   900.00 |        55.12 |  0.026
TSLA       |    17-APR-26 |   650.00 |        10.60 |  0.026
TSLA       |    20-FEB-26 |   610.00 |         6.50 |  0.026
TSLA       |    17-DEC-27 |   940.00 |        52.30 |  0.025
TSLA       |    21-AUG-26 |   750.00 |        18.70 |  0.025
TSLA       |    17-APR-26 |   655.00 |        10.30 |  0.025
TSLA       |    16-JAN-26 |   575.00 |         3.85 |  0.025
TSLA       |    21-JAN-28 |   930.00 |        55.00 |  0.025
TSLA       |    28-NOV-25 |   467.50 |         0.61 |  0.025
TSLA       |    20-MAR-26 |   630.00 |         8.25 |  0.025
TSLA       |    21-JAN-28 |   940.00 |        55.33 |  0.025
TSLA       |    26-DEC-25 |   530.00 |         2.40 |  0.024
TSLA       |    17-JUL-26 |   740.00 |        15.70 |  0.024
TSLA       |    20-MAR-26 |   640.00 |         7.90 |  0.024
TSLA       |    18-JUN-26 |   720.00 |        13.82 |  0.024
TSLA       |    05-DEC-25 |   490.00 |         1.07 |  0.024
TSLA       |    17-JUN-27 |   920.00 |        37.27 |  0.024
TSLA       |    21-NOV-25 |   445.00 |         0.20 |  0.024
TSLA       |    02-JAN-26 |   545.00 |         2.75 |  0.024
TSLA       |    15-MAY-26 |   700.00 |        11.45 |  0.024
TSLA       |    17-JUN-27 |   910.00 |        37.96 |  0.024
TSLA       |    15-JAN-27 |   830.00 |        28.10 |  0.024
TSLA       |    17-JUN-27 |   900.00 |        38.50 |  0.024
TSLA       |    15-JAN-27 |   860.00 |        27.43 |  0.024
TSLA       |    20-FEB-26 |   620.00 |         5.90 |  0.024
TSLA       |    12-DEC-25 |   510.00 |         1.48 |  0.023
TSLA       |    17-APR-26 |   670.00 |         9.25 |  0.023
TSLA       |    20-MAR-26 |   650.00 |         7.39 |  0.023
TSLA       |    16-JAN-26 |   565.00 |         3.65 |  0.023
TSLA       |    17-JUN-27 |   940.00 |        35.80 |  0.023
TSLA       |    17-JUN-27 |   930.00 |        36.40 |  0.023
TSLA       |    18-SEP-26 |   780.00 |        19.45 |  0.023
TSLA       |    15-JAN-27 |   850.00 |        26.87 |  0.023
TSLA       |    15-JAN-27 |   870.00 |        26.77 |  0.023
TSLA       |    17-JUL-26 |   750.00 |        15.10 |  0.023
TSLA       |    15-MAY-26 |   710.00 |        11.00 |  0.023
TSLA       |    19-DEC-25 |   525.00 |         1.94 |  0.023
TSLA       |    20-FEB-26 |   630.00 |         5.45 |  0.022
TSLA       |    02-JAN-26 |   550.00 |         2.55 |  0.022
TSLA       |    18-JUN-26 |   740.00 |        12.85 |  0.022
TSLA       |    15-MAY-26 |   720.00 |        10.78 |  0.022
TSLA       |    18-DEC-26 |   850.00 |        23.90 |  0.022
TSLA       |    18-SEP-26 |   810.00 |        18.05 |  0.022
TSLA       |    16-JAN-26 |   570.00 |         3.51 |  0.022
TSLA       |    17-APR-26 |   680.00 |         8.70 |  0.022
TSLA       |    28-NOV-25 |   470.00 |         0.54 |  0.022
TSLA       |    18-SEP-26 |   800.00 |        18.60 |  0.022
TSLA       |    26-DEC-25 |   535.00 |         2.19 |  0.022
TSLA       |    21-AUG-26 |   800.00 |        16.30 |  0.022
TSLA       |    12-DEC-25 |   515.00 |         1.36 |  0.021
TSLA       |    15-JAN-27 |   900.00 |        24.30 |  0.021
TSLA       |    19-DEC-25 |   530.00 |         1.76 |  0.021
TSLA       |    15-JAN-27 |   890.00 |        24.00 |  0.021
TSLA       |    15-MAY-26 |   730.00 |        10.15 |  0.021
TSLA       |    02-JAN-26 |   555.00 |         2.39 |  0.021
TSLA       |    18-JUN-26 |   750.00 |        11.96 |  0.021
TSLA       |    05-DEC-25 |   495.00 |         0.94 |  0.021
TSLA       |    02-JAN-26 |   560.00 |         2.42 |  0.021
TSLA       |    20-MAR-26 |   660.00 |         6.81 |  0.021
TSLA       |    18-DEC-26 |   890.00 |        22.30 |  0.021
TSLA       |    18-DEC-26 |   900.00 |        21.37 |  0.020
TSLA       |    16-JAN-26 |   580.00 |         3.15 |  0.020
TSLA       |    20-MAR-26 |   670.00 |         6.45 |  0.020
TSLA       |    17-APR-26 |   700.00 |         7.90 |  0.020
TSLA       |    26-DEC-25 |   540.00 |         2.01 |  0.020
TSLA       |    15-JAN-27 |   940.00 |        22.66 |  0.020
TSLA       |    18-JUN-26 |   760.00 |        11.25 |  0.020
TSLA       |    15-MAY-26 |   750.00 |         9.32 |  0.019
TSLA       |    18-DEC-26 |   920.00 |        20.25 |  0.019
TSLA       |    26-DEC-25 |   545.00 |         1.90 |  0.019
TSLA       |    18-JUN-26 |   770.00 |        10.90 |  0.019
TSLA       |    18-JUN-26 |   790.00 |        10.84 |  0.019
TSLA       |    18-SEP-26 |   850.00 |        15.79 |  0.019
TSLA       |    20-FEB-26 |   640.00 |         4.80 |  0.019
TSLA       |    20-FEB-26 |   650.00 |         4.60 |  0.019
TSLA       |    28-NOV-25 |   472.50 |         0.47 |  0.019
TSLA       |    02-JAN-26 |   565.00 |         2.20 |  0.019
TSLA       |    21-NOV-25 |   447.50 |         0.16 |  0.019
TSLA       |    12-DEC-25 |   520.00 |         1.20 |  0.019
TSLA       |    18-JUN-26 |   780.00 |        10.55 |  0.018
TSLA       |    15-JAN-27 |   960.00 |        20.92 |  0.018
TSLA       |    15-JAN-27 |   950.00 |        21.02 |  0.018
TSLA       |    18-DEC-26 |   940.00 |        19.43 |  0.018
TSLA       |    16-JAN-26 |   590.00 |         2.75 |  0.018
TSLA       |    16-JAN-26 |   585.00 |         2.87 |  0.018
TSLA       |    20-MAR-26 |   680.00 |         5.90 |  0.018
TSLA       |    19-DEC-25 |   535.00 |         1.53 |  0.018
TSLA       |    17-APR-26 |   710.00 |         7.30 |  0.018
TSLA       |    28-NOV-25 |   475.00 |         0.42 |  0.017
TSLA       |    18-DEC-26 |   950.00 |        18.82 |  0.017
TSLA       |    18-JUN-26 |   800.00 |         9.70 |  0.017
TSLA       |    20-MAR-26 |   690.00 |         5.55 |  0.017
TSLA       |    18-DEC-26 |   960.00 |        18.20 |  0.017
TSLA       |    15-MAY-26 |   770.00 |         8.05 |  0.017
TSLA       |    12-DEC-25 |   525.00 |         1.07 |  0.017
TSLA       |    26-DEC-25 |   550.00 |         1.75 |  0.017
TSLA       |    05-DEC-25 |   500.00 |         0.78 |  0.017
TSLA       |    19-DEC-25 |   540.00 |         1.44 |  0.017
TSLA       |    20-FEB-26 |   670.00 |         4.20 |  0.017
TSLA       |    20-FEB-26 |   660.00 |         4.20 |  0.017
TSLA       |    16-JAN-26 |   595.00 |         2.62 |  0.017
TSLA       |    26-DEC-25 |   555.00 |         1.60 |  0.016
TSLA       |    15-MAY-26 |   780.00 |         7.75 |  0.016
TSLA       |    18-JUN-26 |   810.00 |         9.10 |  0.016
TSLA       |    18-JUN-26 |   820.00 |         9.25 |  0.016
TSLA       |    17-APR-26 |   730.00 |         6.50 |  0.016
TSLA       |    20-MAR-26 |   700.00 |         5.20 |  0.016
TSLA       |    21-NOV-25 |   450.00 |         0.14 |  0.016
TSLA       |    18-SEP-26 |   900.00 |        13.65 |  0.016
TSLA       |    18-SEP-26 |   940.00 |        12.25 |  0.015
TSLA       |    17-APR-26 |   750.00 |         6.00 |  0.015
TSLA       |    15-MAY-26 |   800.00 |         7.06 |  0.015
TSLA       |    18-SEP-26 |   930.00 |        12.31 |  0.015
TSLA       |    19-DEC-25 |   545.00 |         1.27 |  0.015
TSLA       |    16-JAN-26 |   605.00 |         2.29 |  0.015
TSLA       |    16-JAN-26 |   600.00 |         2.37 |  0.015
TSLA       |    05-DEC-25 |   505.00 |         0.66 |  0.015
TSLA       |    17-JUL-26 |   880.00 |         9.95 |  0.015
TSLA       |    20-FEB-26 |   690.00 |         3.66 |  0.015
TSLA       |    17-JUL-26 |   900.00 |         9.05 |  0.014
TSLA       |    18-JUN-26 |   860.00 |         8.24 |  0.014
TSLA       |    20-MAR-26 |   710.00 |         4.75 |  0.014
TSLA       |    21-AUG-26 |   920.00 |        10.80 |  0.014
TSLA       |    12-DEC-25 |   530.00 |         0.91 |  0.014
TSLA       |    26-DEC-25 |   560.00 |         1.40 |  0.014
TSLA       |    26-DEC-25 |   565.00 |         1.37 |  0.014
TSLA       |    16-JAN-26 |   610.00 |         2.13 |  0.014
TSLA       |    15-MAY-26 |   810.00 |         6.65 |  0.014
TSLA       |    19-DEC-25 |   550.00 |         1.19 |  0.014
TSLA       |    20-FEB-26 |   680.00 |         3.55 |  0.014
TSLA       |    28-NOV-25 |   477.50 |         0.34 |  0.014
TSLA       |    02-JAN-26 |   580.00 |         1.60 |  0.014
TSLA       |    21-AUG-26 |   940.00 |        10.28 |  0.014
TSLA       |    02-JAN-26 |   590.00 |         1.62 |  0.014
TSLA       |    17-APR-26 |   770.00 |         5.64 |  0.014
TSLA       |    12-DEC-25 |   535.00 |         0.84 |  0.013
TSLA       |    05-DEC-25 |   510.00 |         0.58 |  0.013
TSLA       |    18-JUN-26 |   880.00 |         7.74 |  0.013
TSLA       |    21-NOV-25 |   452.50 |         0.11 |  0.013
TSLA       |    17-APR-26 |   780.00 |         5.08 |  0.013
TSLA       |    15-MAY-26 |   830.00 |         6.41 |  0.013
TSLA       |    20-MAR-26 |   730.00 |         4.26 |  0.013
TSLA       |    16-JAN-26 |   615.00 |         1.98 |  0.013
TSLA       |    19-DEC-25 |   555.00 |         1.08 |  0.013
TSLA       |    28-NOV-25 |   482.50 |         0.31 |  0.013
TSLA       |    28-NOV-25 |   480.00 |         0.32 |  0.013
TSLA       |    19-DEC-25 |   560.00 |         0.99 |  0.012
TSLA       |    26-DEC-25 |   570.00 |         1.21 |  0.012
TSLA       |    26-DEC-25 |   575.00 |         1.16 |  0.012
TSLA       |    17-APR-26 |   800.00 |         5.00 |  0.012
TSLA       |    17-APR-26 |   790.00 |         4.80 |  0.012
TSLA       |    16-JAN-26 |   620.00 |         1.89 |  0.012
TSLA       |    17-JUL-26 |   930.00 |         7.80 |  0.012
TSLA       |    20-FEB-26 |   700.00 |         3.00 |  0.012
TSLA       |    20-MAR-26 |   740.00 |         4.05 |  0.012
TSLA       |    16-JAN-26 |   625.00 |         1.72 |  0.011
TSLA       |    16-JAN-26 |   630.00 |         1.70 |  0.011
TSLA       |    18-JUN-26 |   910.00 |         6.60 |  0.011
TSLA       |    18-JUN-26 |   900.00 |         6.55 |  0.011
TSLA       |    12-DEC-25 |   540.00 |         0.71 |  0.011
TSLA       |    20-FEB-26 |   730.00 |         2.67 |  0.011
TSLA       |    21-NOV-25 |   455.00 |         0.10 |  0.011
TSLA       |    26-DEC-25 |   590.00 |         1.07 |  0.011
TSLA       |    17-APR-26 |   810.00 |         4.40 |  0.011
TSLA       |    20-FEB-26 |   710.00 |         2.70 |  0.011
TSLA       |    17-JUL-26 |   940.00 |         7.30 |  0.011
TSLA       |    02-JAN-26 |   600.00 |         1.23 |  0.011
TSLA       |    26-DEC-25 |   580.00 |         1.04 |  0.010
TSLA       |    28-NOV-25 |   485.00 |         0.25 |  0.010
TSLA       |    15-MAY-26 |   880.00 |         5.06 |  0.010
TSLA       |    16-JAN-26 |   640.00 |         1.50 |  0.010
TSLA       |    28-NOV-25 |   487.50 |         0.24 |  0.010
TSLA       |    17-APR-26 |   820.00 |         4.05 |  0.010
TSLA       |    20-FEB-26 |   720.00 |         2.48 |  0.010
TSLA       |    19-DEC-25 |   565.00 |         0.88 |  0.010
TSLA       |    18-JUN-26 |   940.00 |         5.60 |  0.010
TSLA       |    20-MAR-26 |   770.00 |         3.20 |  0.010
TSLA       |    20-MAR-26 |   760.00 |         3.40 |  0.010
TSLA       |    05-DEC-25 |   515.00 |         0.46 |  0.010
TSLA       |    15-MAY-26 |   900.00 |         4.92 |  0.010
TSLA       |    12-DEC-25 |   545.00 |         0.67 |  0.010
TSLA       |    21-NOV-25 |   457.50 |         0.08 |  0.009
TSLA       |    18-JUN-26 |   950.00 |         5.35 |  0.009
TSLA       |    18-JUN-26 |   960.00 |         5.22 |  0.009
TSLA       |    17-APR-26 |   850.00 |         3.56 |  0.009
TSLA       |    15-MAY-26 |   910.00 |         4.25 |  0.009
TSLA       |    19-DEC-25 |   575.00 |         0.79 |  0.009
TSLA       |    19-DEC-25 |   570.00 |         0.80 |  0.009
TSLA       |    02-JAN-26 |   615.00 |         1.07 |  0.009
TSLA       |    15-MAY-26 |   920.00 |         4.20 |  0.009
TSLA       |    26-DEC-25 |   585.00 |         0.95 |  0.009
TSLA       |    05-DEC-25 |   520.00 |         0.41 |  0.009
TSLA       |    12-DEC-25 |   550.00 |         0.59 |  0.009
TSLA       |    20-FEB-26 |   740.00 |         2.14 |  0.009
TSLA       |    16-JAN-26 |   645.00 |         1.44 |  0.009
TSLA       |    16-JAN-26 |   650.00 |         1.31 |  0.008
TSLA       |    15-MAY-26 |   940.00 |         3.88 |  0.008
TSLA       |    21-NOV-25 |   460.00 |         0.07 |  0.008
TSLA       |    26-DEC-25 |   595.00 |         0.85 |  0.008
TSLA       |    26-DEC-25 |   610.00 |         0.84 |  0.008
TSLA       |    19-DEC-25 |   585.00 |         0.64 |  0.008
TSLA       |    12-DEC-25 |   555.00 |         0.52 |  0.008
TSLA       |    19-DEC-25 |   580.00 |         0.69 |  0.008
TSLA       |    28-NOV-25 |   490.00 |         0.20 |  0.008
